"values","Points:0","Points:1","Points:2"
0,0.5,0,0
0,0.4975923597812653,0.0490085706114769,0
0,0.4903926253318787,0.09754516184329987,0
0,0.4784701764583588,0.1451423317193985,0
0,0.4619397521018982,0.1913417130708694,0
0,0.4409606456756592,0.2356983721256256,0
0,0.4157347977161407,0.2777851223945618,0
0,0.3865052163600922,0.3171966373920441,0
0,0.3535533845424652,0.3535533845424652,0
0,0.3171966373920441,0.3865052163600922,0
0,0.2777851223945618,0.4157347977161407,0
0,0.2356983721256256,0.4409606456756592,0
0,0.1913417130708694,0.4619397521018982,0
0,0.1451423317193985,0.4784701764583588,0
0,0.09754516184329987,0.4903926253318787,0
0,0.0490085706114769,0.4975923597812653,0
0,3.06161713146292e-17,0.5,0
0,-0.0490085706114769,0.4975923597812653,0
0,-0.09754516184329987,0.4903926253318787,0
0,-0.1451423317193985,0.4784701764583588,0
0,-0.1913417130708694,0.4619397521018982,0
0,-0.2356983721256256,0.4409606456756592,0
0,-0.2777851223945618,0.4157347977161407,0
0,-0.3171966373920441,0.3865052163600922,0
0,-0.3535533845424652,0.3535533845424652,0
0,-0.3865052163600922,0.3171966373920441,0
0,-0.4157347977161407,0.2777851223945618,0
0,-0.4409606456756592,0.2356983721256256,0
0,-0.4619397521018982,0.1913417130708694,0
0,-0.4784701764583588,0.1451423317193985,0
0,-0.4903926253318787,0.09754516184329987,0
0,-0.4975923597812653,0.0490085706114769,0
0,-0.5,6.123234262925839e-17,0
0,-0.4975923597812653,-0.0490085706114769,0
0,-0.4903926253318787,-0.09754516184329987,0
0,-0.4784701764583588,-0.1451423317193985,0
0,-0.4619397521018982,-0.1913417130708694,0
0,-0.4409606456756592,-0.2356983721256256,0
0,-0.4157347977161407,-0.2777851223945618,0
0,-0.3865052163600922,-0.3171966373920441,0
0,-0.3535533845424652,-0.3535533845424652,0
0,-0.3171966373920441,-0.3865052163600922,0
0,-0.2777851223945618,-0.4157347977161407,0
0,-0.2356983721256256,-0.4409606456756592,0
